110
3456789;3485944;1400.0;
1526948131416;12312512;312.0;
1526950253436;1526951849806;13.303189758;
1526951939186;1526951949308;0.0843506748;
1526952237133;1526952312115;0.6248549988;
1526952778850;1526952949689;1.4236697226;
1526953209970;1526953220881;0.0909257274;
1526953415207;1526953525592;0.9198823589999999;
1526953594371;1526953744286;1.249301661;
1526953854614;1526953938422;0.6984055872;
1526953949453;1527095548801;1180.0040066232;
1527095650846;1527095662556;0.09758411399999999;
1527097391007;1527097408719;0.14760118079999998;
1527107590903;1527107612240;0.1778097558;
1527179147232;1527179162780;0.1295677032;
1527603927903;1527604036905;0.9083572668;
1527604044908;1527605561142;12.635384415599999;
1527760267791;1527760289047;0.17713475039999999;
1527760352768;1527760368042;833340.1272843516;
1527760388588;1527760396856;8333.4689005512;
1527763956086;1527763965617;0.0794256354;
1527763975118;1527763976986;0.015566791199999997;
1527764010497;1527764103747;0.77708955;
1527764127808;1527764139232;0.0952007616;
1527764419405;1527764436247;0.1403511228;
1527764461953;1527764598897;1.1412091296;
1527764633589;1527764684861;0.42727008479999995;
1527764798434;1527764853899;0.46221203099999997;
1527764897930;1527765081992;1.5338622708;
1527765119125;1527765136001;0.1406344584;
1527765166793;1527765242582;0.6315800526;
1527765244316;1527765246718;0.020016826799999998;
1527765248573;1527765250009;0.011966762399999999;
1527766871721;1527766873999;0.018983485199999997;
1527781658001;1527785642375;33.20338229159999;
1527789570371;1527789572952;0.0215085054;
1527789575110;1527792161179;21.5507474046;
1527798896811;1527799374270;3.9788568306000003;
1527799478123;1527800187708;5.913255639;
1527801068378;1527801072462;0.0340336056;
1527801280676;1527801546733;2.2171594037999998;
1527801564097;1527801624235;0.5011540092;
1527801626846;1527801775587;1.2395182493999999;
1527801781347;1527801798288;0.1411761294;
1527801806226;1527801867034;0.5067373872;
1527802087944;1528388638066;4887.9567866748;
1528388690209;1529058227756;5579.5241941698;
1529058239048;1529058308764;0.5809713143999999;
1529058313567;1529058313834;0.0022250178;
1529058314191;1529058314483;0.0024333528;
1529058314828;1529058315133;0.002541687;
1529058315439;1529058315694;0.002125017;
1529058315858;1529058315999;0.0011750094;
1529058316127;1529058316255;0.0010666752;
1529058316391;1529058316522;0.0010916754;
1529058344309;1529058344437;0.0010666752;
1529058344552;1529058344679;0.0010583418;
1529058344793;1529058344936;0.0011916762;
1529058345053;1529058345189;0.0011333423999999998;
1529058345304;1529058345431;0.0010583418;
1529058345559;1529058345698;0.0011583426;
1529058347945;1529066250471;65.8549101684;
1529066261531;1529066261669;0.0011500091999999999;
1529066261791;1529066261898;8.916738E-4;
1529066262024;1529066262142;9.833412E-4;
1529066262251;1529066262510;0.0021583505999999996;
1529066262559;1529066262732;0.0014416782;
1529066262844;1529066262961;9.750078E-4;
1529066263086;1529066263201;9.583409999999999E-4;
1529066263429;1529066263545;9.666744E-4;
1529066279117;1529066279227;9.166739999999999E-4;
1529066279322;1529066279414;7.666728E-4;
1529066279501;1529066279606;8.75007E-4;
1529066279719;1529066279808;7.416726000000001E-4;
1529066279910;1529066280138;0.0019000152000000002;
1529066280254;1529080287820;116.7306505044;
1529080333760;1529080333808;4.0000319999999997E-4;
1529080334439;1529080334746;0.0025583538;
1529080334972;1529080335171;0.0016583466;
1529080335361;1529080335878;0.0043083678;
1529080336078;1529080336347;0.0022416846;
1529766722988;1529766723814;0.0068833884;
1529766723973;1529766724123;0.00125001;
1529766724259;1529766724389;0.001083342;
1529766724516;1529766724647;0.0010916754;
1529766724765;1529766724898;0.0011083422;
1529766725066;1529766725228;0.0013500108;
1529766744480;1529766750046;0.046383704399999996;
1529766750176;1529766750311;0.001125009;
1529766750443;1529766750579;0.0011333423999999998;
1529766750700;1529766750823;0.0010250081999999998;
1529766750952;1529766751081;0.0010750086;
1529766751214;1529766751349;0.001125009;
1553529473522;1553529487759;0.1186426158;
1553529496233;1553529496365;0.0011000087999999998;
1553529496500;1553529496628;0.0010666752;
1553529496760;1553529496890;0.001083342;
1553529497025;1553529497164;0.0011583426;
1553529497299;1553529497439;0.001166676;
1553529497600;1553529497766;0.0013833444;
1553529497919;1553529498085;0.0013833444;
1553529498253;1553529498403;0.00125001;
1553529498544;1553529498696;0.0012666768;
1553529498848;1553529499001;0.0012750102;
1553529499167;1553529499322;0.0012916769999999998;
1553529499497;1553529499651;0.0012833436;
1553529499803;1553529499956;0.0012750102;
1553529500122;1553529500266;0.0012000096;
1553529500403;1553529500557;0.0012833436;
1553529500700;1553529500866;0.0013833444;
